,Query,Response,Generated Response
54,"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?","Guilt is a narcissistic, self-indulgent focus on me, me, me; it's best not to keep it in negative light;What does that mean?  Well, it stems from mankind having an animal nature, and a spiritual nature;In most societies today, the animal nature is looked down upon, seen as egregious and something to be put away;If I may say to you, it is necessary and important (if you wish to end an experience called ""guilt"") to NOT regard your animal nature as negative, but to accept that you have it, and acknowledge it;The more openly a man or woman acknowledges they're animal-side, the quicker one may subdue it;Try giving your animal nature a name, and talk to it like a cute pet... ""Oh, hey, there, Snorky!  Oh, what's that?  You want to be a wealthy, famous Hollywood idol?  Oh, really!  Agaiiiiiiin, Snorky!  Geez, you're impossible!  Ain't you just the cutest thing!"""," For what it's's's's's own sake' sake, I'm unable to give you an answer that will satisfy you, but I can offer some ideas that may give you some idea of what's going on. Feelings of shame, guilt and shame are common. If your boyfriend was a good person and you didn't feel in his interest to forgive him, then examine his drinking. There are many other signs of relationship wounds, lying, cheating and lying. It's possible he's innocent because he didn't do these things, but you're not supposed to know that until the guilt is revealed. There are also grieving rituals that you do each day to try to help the other person. Sometimes lying is okay. It's also an appropriate time to sit with a therapist to figure out what's going on. Perhaps you can have a conversation with your boyfriend about what you both want, wish for, and desire from one another. As you examine these things, you will find what I call a ""triangulation"" of feelings. One person feels greatly affected by the events of the past with another person feeling greatly affected by the events of the past. The problem is that we tend to think that we need to rely on a third party to help us see the ugly parts of things. Not really. The thing that really is helping is that you are aware of your own tendency to blame yourself for things when you are not the one doing the blaming. For example, if you are the one who is the one who is the one causing the drinking, you will likely be able to move forward with a plan. You can also discuss this with a therapist as an individual, but this is important. Also, contact the police. If you feel like your boyfriend is in your way to blame you for things like not reporting the problem, you can hold him accountable for what he does. He may be an honest person who is not at all aware of what they are doing. If he continues to hide the truth, you can keep your feelings (and actions) secret from him. I hope this was helpful. Be well.Robin J. Landwehr, DBH, LPC, NC"
55,"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?",I offer that getting a professional assessment is in order to look at your relationship with alcohol.," For what it's's's's's own sake' sake, I'm unable to give you an answer as to why your behavior (and how you define yourself in relationships) is ""problem""?Or, is it something else altogether?Sometimes people are afraid of being judged or judged by other people, even the people around them. In other words, they don't want to be judged by you. You may be able to give yourself some light and care before deciding whether to tell your boyfriend about your unhappiness with the way you're handling yourself"
56,"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?",Speaking with a licensed therapist will help you figure out if indeed you have a problem or not.  I would say the first question you should ask yourself is why you are drinking? The second would be why you feel the need to drink in excess? It may be due to a life event or the crowd you are running with.  Either way a therapist will be able to help you through this as you already made the first step in admitting you are having a difficult time.," For what it' s worth, you are right to be concerned about your own way of handling certain situations.  You may want to take a look at his side of the story and try to unpack what the problem is from your own perspective and perspective.  Sometimes we assume that handling a problem puts us in a good place but it really is that the problem is not so bad.  The problem is that you did nothing wrong and you seem to have no interest in dealing with it.  The next step is to see if you can figure out where the anger comes from. What are the roots of the problem? What can you can do to create change in your life so you can be successful? You can also contact a therapist and ask them to help you figure out where the anger comes from. Then you can schedule a follow-up appointment with your therapist"
57,"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?","Usually when someone asks if they have a problem, they believe they do have a problem!The first step is to understand your own theory and definition as to what problem you feel you have.  Some possibilities are feeling unhappy in the relationship to your boyfriend, not having enough discussion between the two of you, not feeling cared about by your boyfriend, not liking your boyfriend.Did you grow up in a family in which the grownups drank to the point of excess at the times they felt stressed?Family modeling of how to handle problems may have left you no knowing how to handle stress except to drink to excess.Ask yourself what it is you feel guilty of doing?The guilt may point you in a good direction if it is your sense of self-esteem telling you to find better ways of managing your life.Do you drink alone or together with friends?Try defining your specific reasons for drinking because this is the first step to know how to handle the situation differently."," For what it's's's's's own sake' sake, I'm unable to tell you what the problem is. But you're entitled to your own opinion on whether you feel embarrassing or a problem. In the end, if it's just a "" problem "", then sure, you can ask yourself why you'd want to continue to do this if the problem is with you. But not if you've been under the influence of drugs or whatever else you've been drinking. I suggest you take the time to examine the source of your motivation for drinking. Is it to finish school or to go to college? Are you stuck?  Do you want to change the things that have made you happy? If this is the case, you probably have other things in mind.  Other things that you can use such as activities to make you happy: exercise, doing some exercise, doing some activities in nature, and learning a new skill.  If the alcohol is not the problem, you can try some that may help you feel better.  However, don't let the type of behavior you're causing behind the behavior stand out as being cheating. You could also talk to your boyfriend about your time at the hospital and see if he's able to change.  If it's found that he's not the problem, you can let him know that you think he is the problem.  You can also contact the United States Attorney's Office in New York for an internal complaint making of these things. I hope this is helpful, and I wish you all the best"
58,"I'm in love with my own gender, and my parents are against that. I don't know how to tell them because I'm afraid they'll not want me anymore.","Hello, and thank you for your question. This is one of those times when you wish you could assure someone that everything will go perfectly, but unfortunately I can't do that. There is no way of knowing how parents might respond until you tell them. The truth is that people have come out to their parents in many different ways. Some have told their parents directly, some drop hints, some have had others tell their parents, etc. The only ""right"" way to come out is the one that you choose. The one that feels right to you. That is the best way. Some people decide not to come out, and some wait for a very long time. Both of these things are okay. Coming out is deeply personal, and there can be real consequences to someone's emotional health and safety if they tell the wrong person. That is why it should only be done when you are ready. When you feel that you have the emotional and personal support that you need to take the risk. Sometimes people can feel pressured to come out, but I encourage you to do it in your own time. The truth is, there is a spectrum of how people's parents react to this kind of news. On one end, you may have the parents who shut a person out and are abusive, and on the opposite side you may have parents that are totally okay with it and throw you a ""Coming Out"" party. Most parents are going to fall somewhere in the middle. It is important to remember that their feelings may change over time. Many parents struggle at first, but they love their kids and get better with it over time. If you decide to tell them, consider taking someone along to support you. Plan ahead on what you want to say. It can be an emotional time, so do what you need to do to take care of yourself. If you need to, leave. You don't have to stay anywhere where someone is being cruel to you. I wish you well, and good luck.Robin J. Landwehr, DBH, LPC, NCC"," Hello. It seems you are in a unique position to decide to tell your parents. The fact that you are willing to give it your all and tell your parents what matters to you is a gift to both of you. You and your parents will likely find a way to treat you the same way. If you are still feeling like you want to tell your parents what you feel, that might be a way to start. It doesn't hurt between you to provide feedback on where your feelings are and where your feelings are coming from. If you feel your parents are not accepting of your gender, or if they are judging you to be a certain way, that is a different story. It is up to the parents to make the decisions about what is best for you. If you are feeling like you want to tell your parents what you feel, that is a different story. I hope this was helpful. Be well.Robin J. Landwehr, DBH, LPC, NC"
59,"I've been hurt by a man for five years. He doesn't involve me with the family or kids. Everyone in the family is against me. There is a Mass today for a family member, and he never asked me to go. I'm to sit home alone now and Christmas too. He expects me to sit alone while he enjoys being with the family. We are in our 50s, and it hurts that he won't even think of me or involve me as part of the family. He doesn't even care. I am leaving him as soon as possible, but I hurt so bad that I didn't know who to turn too. I'm now in this low funk of depression, and I'm scared because I do stupid things to myself and give up. I have no friends because I was a truck driver. I've been getting serious headaches and can't sleep. I don't eat; I've lost my appetite. This has been going on for a couple weeks now.","Hi Florida,I get the sense that, aside from this relationship, you're quite isolated in general. It's sad that you're feeling excluded at Christmastime and family events. While I would suggest that you don't really know what he or his family are thinking or feeling (you assume they're against you, and that he doesn't care), he is certainly behaving in a very distant, excluding manner and it's understandable that you would feel rejected and hurt. How long has this part been happening? Has he always acted this way, or is it more recent? Did something happen recently? You mentioned doing ""stupid things to yourself"", and I don't know what that means. If you are engaging in self-harm he may be confused about what to do and he might need some time to think and be separate but is having trouble talking about this. Part of the problem, of course, is that you don't know what's going on for him. Certainly, you deserve the truth, and if he doesn't want to spend time with you, I would hope he would be honest. Have you been open to hearing the truth from him? Is there any reason for him to hesitate to tell you why he's being distant? Maybe you could ask him, if you are ready to hear.I'm glad to hear that you believe that you deserve a full, loving relationship, although it seems that moving forward might be difficult for you. Is it possible your happiness is a bit too dependant on this man? I'm just guessing, based on what you've said here.  It seems that it's possible your situation has led to some depression, and I would recommend a session with a qualified therapist to help you sort this out. You will need support, even if the relationship is repaired. Best of luck."," Hey, if you're going through some rough patches, why not give yourself a little time and grace by approaching your situation with an open mind! You don't have to continue to do this stuff for sure for sure, but if you're willing to give it a try, there are ways to honor your past and move past these moments of uncertainty. I suggest a few things. First, think about what you would like for yourself and why you want to do this. Are you going to take advantage of an opportunity like this? If so, it might be good to restate what you think you will get out of doing this. Secondly, think about what you would like for yourself and your relationship. What are the things that make you happy, important things in life?  If we are willing, I would encourage you to think about what you would like for yourself and make sure you are clear about what you are looking for.  There are lots of ways to guide and explore an individual's true feelings about his or her situation.  If you have confidence that's is's great, think of how you would like to be transparent.  Then of course after a brief discussion ask how you would like to proceed.  The discussion should be about the points that you think you are able to address and questions you would like answers to.  I encourage you to think of questions that are basically instructions for how and when you would like to talk to your parents.  The parents should be able to guide you in best regards. The important thing is that you reach out to them.  I encourage you to reach out to a therapist or a therapist's office counselor.  I wish you the best of luck"
60,My husband cheated on me and it hurt me very bad. It was a time when my health was poor. I'm have a hard time moving on.,"How has your husband acted since then? Was he regretful? How did you find out? Did he confess? These are all things that you want to consider. Betrayal is very hard to get over so if it's taking you awhile to get over, know that this is normal.Hopefully you're husband has been very regretful and upfront and honest with you since this happened. It may take awhile to reestablish your trust with him and he should understand this. It's also very important to discuss WHY he cheated. You want to make sure that the reasoning behind this was not something that could arise again in the future. And if it can, there needs to be an action plan in place (i.e. being honest with how he's feeling) so that you both get a chance to rectify the situation.If the cheating has happened more than once, you may want to reevaluate your reasoning for staying in the marriage. It would be obvious that he did not truly regret what he had done or else he wouldn't repeat the same mistake. However, if it was a single event and he has shown you and continuously shows you that he genuinely loves you and is sorry for his mistake, I would give it a try. People do make mistakes and sometimes it takes an event like this to realize what you have.Know that it takes time and that you have the right to feel what you feel. If the relationship was a good, healthy relationship, it is worth saving. Ease back into it and be upfront with your feelings. In return, your husband should be patient and understanding of this. Also, marriage counselors are often a good go-to as they have a great deal of experience working with marriages in similar situations. Best of luck to you!"," It sounds like you have several things happening at the same time. I would recommend that you focus on the negative thoughts or feelings differently. One thing that I think is helpful is to notice what is happening in your body right now. Is there something you can take immediate to deal with the stress? If you can, try noticing what is happening in your body during any moment of stress, whatever it is. Try to notice what is happening for you so you can understand more what it is that you are feeling. I would also suggest if you are feeling low-breathing, breath taking, stretching, etc try focusing on noticing these things while you breath. Just try to be aware of what you are not so sure of yourself.Also if you notice any tightness in your feet, feel like there is a reason there is something going on. If there is something you can take immediately to start feeling better, such as looking at your feet and looking at your phone. If you can find a therapist quickly what else you can do to help you manage your stress. Remember, you are not a bad person and you certainly don't have to be exactly like you are in person"
61,I need to speak to someone about sexual addiction and binge eating immediately.,"There is an organization dedicated to helping individuals find affordable counseling.  It is called Open Path Collective.  There is a one time membership fee of $49 and it lasts for your lifetime.  You then have access to local counselors/therapists who will see you for an extremely reduced rate, anywhere from $30 - $60.   https://openpathcollective.org/"," Sexual addiction can be a very complex issue.  It is important to remember that a lot of people, if not most, are addicted to and/or victim of sexual abuse or abuse.  It is also important to remember that many sexual addiction symptoms can be related to trauma (sexual abuse as well as emotional abuse.  Remember that emotional abuse can lead to depression and become worse as you get older.  Please seek treatment for yourself if you feel that you are experiencing any of the symptoms you describe here"
62,I need to speak to someone about sexual addiction and binge eating immediately.,There are plenty of online providers within the mental health field that would me more than happy to speak with you immediately.  Many of them provide treatment on a sliding scale fee.  I would google online mental health treatment providers and that should lead you to a list of providers that can help you.," Hi. I'm glad you wrote.  Most of us are addicted to something or someone else's behavior, and it can be really challenging to change if we are not careful.  What you're doing is extraordinary (and I mean *really heroic*!) and it seems to me you've come to the conclusion that we can be quite successfully addicted to pleasure or alcohol consumption to change our behaviors.  You say that you're unaware of how you contribute to the binge drinking. It's possible you consider consumption of more than one drink at a time because alcohol lowers your inhibitions, and thus people who are binge drinkers often already have a drinking habit.  In the long run, careful behavior changes with how you feel about yourself and alcohol consumption. Also, labels are a sneaky way of keeping people accountable. Namely, some longer term things that you did that you regret.  It can be quite difficult to label someone who has a drinking problem, and unfortunately we can do things that we did not like. In the long run, labeling someone can be helpful.  You gave the go ahead to your binge drinking, and since you know that you did what you were doing when you knew you had to stop, then yes, you owe it to your heart to label you a ""binge drinker."" In the long run, labels help us to think through the consequences and how it can help others to think more rationally about their behaviors"
63,I need to speak to someone about sexual addiction and binge eating immediately.,"Depending on your area and location, there may be therapists who provide services on a sliding scale. Additionally, churches will often times offer counseling for free or for a small fee. I suggest doing a simple Google search and contact therapists in your area. It never hurts to ask for a reduced fee and even if he or she is unable to provide the service, they may be able to refer you to someone who can."," Hi Baton Rouge,I'm glad you're reaching out. The first step here is that you are taking some responsibility for your behaviours. I do think it's a good thing you knew what you were getting when you broke your arm and learning how to stop them. I think a lot of people do this behavior, but not everyone does it on their own. Your friend is doing a disservice to their self image by hanging out with this guy. I'm glad you're reaching out. I think you're being selfish. I also think you're a bit unreasonable because you've never tried to stop smoking. I bet there are people who would benefit from some help with this. The only way to stop smoking is to do something about it. Most health conditions that can cause an increase in smoking are linked to physical illness, trauma, drug use, and even death. I've seen many people who try to stop smoking get their daily dose of cigarettes, but if that addiction has reached point where they're not using all the nicotine that much, maybe they can't afford a new one. That said, I have to say, I hear you saying that it might be a good idea to try and quit the cigarettes. That's a great question. The fact that you're reaching out says that there are people who would benefit from some help with this, that's great. I'm sorry that you're struggling. I wish you the best of luck.Robin J. Landwehr, DBH, LPC, NC"
64,I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,"What an important question, and the fact that you're asking it is a big step in the right direction. To answer in detail would require having quite a bit more information about what ""relationship problems"" have occurred  that woke you up to the fact that you're not listening as well as you could and that you're running the risk of losing her.Given that I don't have all that information, I'll offer one simple suggestion. Your girlfriend is the expert on what she needs and wants in relationship. You could simply say to her that you know you still have a lot to learn about how to have a good relationship and you realize you're not yet understanding what she needs and you really want to. Then take a deep breath, settle down, and listen. Don't argue, don't interrupt, don't judge... listen. Let her know what you understand and that you're open to hearing more, learning more if you're not quite getting it yet... and then listen some more. Be present and curious about this person you love dearly and don't want to lose. This is the first step toward intimacy."," Hi there !  Having a relationship with someone whom you don't like, feels like a tremendous stressor.  It’s very common to have twins if you are planning a relationship.  Thinking that you are going to have a relationship with this whiz is a sign that you are not going to like him.  The person who needs to be aware and aware of their own behavior will always be the person who is going to be the biggest obstacle in your plan.  You can learn to recognize when you are making hurt feelings and take responsibility for your actions toward them.  You can also ask yourself, am I willing to do this for them?  Are you happy with this person and would you like to be in a relationship with her?  Are you and this person okay as a couple?  Many people do not feel comfortable with their partners.  Many couples do not. In answer to your own question, no one is ""okay with their clothes on.""  wear them and don't worry about them.  The most important thing is that you make yourself feel comfortable and comfortable in the relationship.  The more you are willing to spend time with you and make sure that you feel heard and understood, the more comfortable you will become in the relationship.  The more you are willing to put up with what is going on with you, the more comfortable you will become in the relationship.  The more time you and your partner can have together, the more comfortable you will become in becoming comfortable with each other.  The more often you want to see each other as a couple.  The more often you want to see yourself as a couple.  The more often you want to see yourself as a couple.  At least you will know you want to be with your friend"
65,I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,"Hello, and thank you for your question. First, I want to say that it is great that you are are willing to admit that you share some responsibility in some of the relationship problems you are having. This isn't always easy to do, but it sure is important if you want to see improvement. It does sound cliche, but communication really is the bedrock of relationships. And not just intimate partner relationships, but really any relationship that is significant to us. It sounds like you are saying that you have a difficult time really listening to what your partner is telling you and then responding in a way that is helpful. I want to tell you that you are not alone. Good communication skills are not really something you are born with, we actually have to learn them. The good news is that there is great information available to help you do that. Ultimately, some people must seek professional help through couple's counseling in order to get help with this process. This is because some of the hurt and anger could be at such a level already that you may need help setting boundaries, creating a plan, learning new skills, and staying on track. If that is not something you can afford or can do right now, here are a few suggestions that may help. Personally, I am big fan of Dr. John Gottman. He is an expert in relationships and wrote a really great, easy-to-read book called The Seven Principles for Making Marriage Work. Dr. Gottman discusses the kind of communication that healthy couples seem to have, which can be helpful and worth trying. You can buy Dr. Gottman's book on Amazon for under $9. It's a good deal. There are a variety of websites that have good information that may help you build your communication. Here is one that I found that has a few good tips. http://www.helpguide.org/articles/relationships/effective-communication.htm You can try them and see if they are helpful. ***It is important to remember that like all new skills, communication requires practice and we surely fail several times before we start getting good at it. If you were ever a pitcher in baseball, then you know you have to throw thousands of pitches before you really start hitting your strike zone consistently. Allow yourself to make mistakes, own them, and start again. I hope these suggestions help, and good luck.Robin Landwehr, DBH, LPCC"," Hi there. It sounds to me like you are going trough stages of grief, since the inability to hear and understand each other is extremely challenging and painful. I would encourage you to look at therapy for people who are dealing with this type of thing. Therapy can help you to learn the strategies and tools to help you to heal from the symptoms, and then to move forward on to other things"
66,I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,"Thanks for your question. Becoming a good listener is an essential piece in being a better communicator. Being an effective communicator will almost always improve the quality of your relationships. What stands in your way of listening to her? Do you find yourself becoming defensive when she brings up issues? Do you often find yourself thinking of what you want to say next? Do you take her words personally, preventing you from having the ability to problem solve?Here are some tips that may help you with being a better listener:1. Concentrate on what you are hearing, not on what you will say next.2. Ask questions if you need clarification or don't understand.3. Summarize what you're hearing after every couple of minutes to make sure that you're not missing anything.4. Ask your partner what she needs from you. Is she expecting advice or does she simply need to vent?5. Keep eye contact and avoid using non-verbal cues that demonstrate defensiveness or irritation such as eye rolling or crossing your arms.6. Remember that it's okay to disagree and, if this is the case, then decide as a team, how you want to move forward.I hope this helps. Good luck to you!"," Hi there. It sounds to me like you're going trough stages of grief, since the only person who can give you advice on how to be happy is you.paolo(ate) rajasmenta, cada persona, etc.  You have a long way to go in understanding how to be happy. I wonder if you are struggling with something that is not entirely normal, and that you have a few struggling points that you can use as a compass for navigating your relationship with your wife"
67,I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,"The best tool for becoming a better listener that I know of is called Imago Dialogue. It consists of 3 steps:1. Mirroring what she says (without judging, commenting, refuting, defending, arguing, or scoffing--just listening, no matter the content) and repeating it back, word-for-word. Continue to ask if she has more to add until she doesn't.2. Validating. You tell her you you understanding why she feels this way. (If you don't understand, then find a way.) You can also say, ""That makes sense"" or ""I hear you"" or ""I get that.""3. Empathizing. Tell her how you think she must feel about what she's telling you. Your job is to try and feel what it feels like to be her.This is a very different way of communicating than we're used to. My guess is that the arguments, discussions, and debates you've had with her have been counterproductive because you're both trying to win. With Imago Dialogue, you both win. She gets to be heard and you get to hear for a change.At the end of the exercise, switch roles. For more info: http://imagorelationships.org/pub/about-imago-therapy/imago-dialogue-101/"," Hi there !  Having a relationship with someone whom you don't like, feels like a huge challenge that would affect you tremendously.  I'm glad to hear you have at least one friend who is LGBTQI (though I'm not sure that you have necessarily always had a particular sexual orientation).  There are some things that you can try in your relationship, such as talking with a counselor, doing some self-care things (for example: nudging, etc.) or asking for referrals to other resources (like the Salvation Army or PFLAG).  There are also ""Ask a Counselor"" sessions available on Wednesdays from 7-11 to help people who are experiencing same-sex attraction.  I encourage you to call or email to discuss any concerns you have.  I hope this is helpful.  Please go and see a therapist "
68,I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,"I love that you are so thoughtful and proactive about this!  If only every client came in as solution focused as you, my job would be so much easier. I would second Robin's suggestion of reading ANYTHING by Gottmann. He's fantastic. Other favorites of mine are:“Getting Together and Staying Together: Solving the Mystery of Marriage” by Dr. William & Carleen Glasser“Eight Lessons for a Happier Marriage” by Dr. William & Carleen Glasser“Hold Me Tight” by Dr. Sue Johnson“Divorce Busting: A Step-By-Step Approach to Making Your Marriage Loving Again” by Michele Weiner-Davis, M.S.W.“The Five Love Languages” by Gary Chapman“The Flight from Intimacy: Healing Your Relationship of Counter-Dependency – the Other Side of Co-Dependency” by Drs. Janae & Barry WeinholdI'll also add to Miriam's assertion that your partner is the expert on her. You can help things along by becoming a better expert on you as well. What is it that you are craving and likely trying to get your need met in potentially unhelpful ways from your girlfriend or in ways she doesn't understand or vibe with?  If you can better explain your own needs while trying to understand hers, you all have a recipe for great success! When both partners seek to serve one another and stay curious about each other in the process, intimacy abounds!Best of luck my friend! And if you get stuck, of course seeking help from a professional is always a great idea too. ;)"," Hi there !  Having a relationship with someone whom you hate, who feel paralyzed by communication disruption, seems to have limited benefit for each of you. Do you know why you hate that you are unable to get along with them ?  It is actually quite common to have friendships in which you feel demoralized and without a doubt at the mercy of how they express their thoughts and emotions.  Are you afraid of being alone ?  Are you afraid of not being accepted ?  Are you afraid of not being accepted ?  Are you afraid of not being accepted ?  Are you afraid of not being accepted ?  Are you afraid of not being accepted ?  Are you afraid of not being accepted ?  Are you afraid of not being accepted ?  Are you afraid of not being accepted ?  Are you afraid of not being accepted ?  Are you afraid of not being accepted ?  Are you afraid of not being accepted !  You can learn to be in control of your anger and frustration.  You can also learn discipline and a plan to channel those feelings into action.  Here are some resources for you and a video that might also help is ""Boundaries: Where you end and me begin"". I wish you the best of luck and you should be proud of yourself for that"
69,I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,"The first step for making this sort of change is being motivated to change and it sounds like you have that, so you are already on the right track.As far as learning how to listen, try some of these steps:Ask whether a certain time is a good time for your girlfriend to have an important conversationIf she has a subject that she would like to discuss, consider listening to her as an investigative reporter and asking questions that help you to gain more understanding of her experience. These questions usually begin with words like who, what, where, when. Questions starting with the word why can sometimes make people very uncomfortable because they may not explicitly know why they are asking for something or feeling a certain way. You can try communicating this way for just five minutes or so on until you feel as though you can restate what your girlfriend is saying and have her agree that you are recapturing the essence of what she is trying to communicateThen you can switch so she is listening to you trying to understand your experience. You could also start by talking about something that is important to you.Remember that stating that you follow or hear something that she is saying doesn't mean that you agreeAlso, try sticking to one subject at a time. It's difficult to really understand one topic if you are on to the next within just a minute or twoTry to use the word want or wish instead of need. Saying that you need something (or if your girlfriend would say that) that is not a need for safety or something like that can make whatever you are asking for sound like an obligation. That takes away from that whole motivation to change from inside the partner who is agreeing to change or try to changeSomething else to try would be using some sort of timeout. Consider this:Discuss the idea of using timeout before you actually need it and before the discussion starts. Timeout is a way to give each of you a way to calm down for five, 10, 15 minutes, or maybe even an hour. When there are a lot of emotions happening, each person gets wrapped up in protecting themselves from the emotions they are feeling and can lose track of what is actually going on in the conversation as compared to what they are perceiving.When using timeout, say to your girlfriend (or she can say to you) ""I need an hour before we can go back to this."" Then actually come back to the discussion.Some people are very afraid to use this technique because in the past not talking about something right away meant that it never was returned to and was never resolved in any way. This is why the agreement is important before you need it.While it may be helpful to ask your girlfriend what it is she may want from you, it is you that would be in charge of deciding whether you want to make that change and putting it into practice.Try to remember that part of being in a couple is holding onto your own wants, wishes, and desires while recognizing those of your partner.As one final idea, consider spending about 15 minutes a week together where you are not problem-solving about anything, just connecting with one another.I encourage you to see a therapist who specializes in couples if you would like some more specific ideas for what is happening within each of you and between you.Best wishes!"," Hi there. It sounds like you have some history here that you are not happy with. It is important to get this together as a family and put a plan together that you can repeat without her knowing what the other girls feelings are like. You can start by telling her your deepest feelings, not your fondest memories of the time together. Most likely she will be open to understanding your sincere wishes that this be a temporary thing or that you will return to live with her. I think it would be wise for you to seek professional help and support for your relationship. I think you both need to be very aware when you are not - if you are feeling stuck - to simply listen and accept. To also know and accept your feelings, is the best way to move forward. Secondly, make an appointment with a therapist and ask them whatever their recommendation for you are on how to proceed. They can help you decide what is best for you. It is important to make an appointment with the therapist and ask them what they would suggest that you try. This will help you determine what to expect and also allow you to talk with them about the services they offer. Thirdly, make an appointment with the family doctor and ask them what they think and how they are feeling. They can help you make their diagnosis and make a decision about whether it is a good fit. Lastly, make an appointment with the psychologist or psychiatrist. It is important to make appointments with a therapist who is licensed in a given state. It is also important to make sure that you are getting the treatment you need, which includes a basic medical exam and some psychotherapy. Good luck"
70,I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,"Let go of your ego, the ego tends to get in the way of things, be a man and listen, do not react so uch to life around you. life is not out to get you, just listen and work on how your reactive to people and sitations around you. C"," Hi there. It sounds like you have some history here that is really hard to digest. It sounds like you've been in a relationship with a guy for a while now, and the prospect of having a relationship with that guy sounds like a great idea. The first step would be to think about how you would like to be treated in the relationship. Do you want your relationship to be healthy and happy? Do you want to be supportive and courteous? Do you want to know all the details about the relationship? The first step would be to think about the people and things you want to know about yourself. There are no prizes for guessing numbers, and there are no automatic lures that would guarantee you an abusive relationship. You have to think about who you are and why you'd want to hurt them. The second step is to honestly understand the people and the situations that led to your initial attraction to the guy. What made you both male in the first place? What made you both look like a threat? What surprised you when you realized how bad your attraction was? What made you both feel the same way? What is the underlying motivation driving your attraction to the guy? I'll give you some insight into what you're trying to get out of the relationship.1. ""I'm sorry that I made you feel this way. I hoped you would understand.""Many people who are involved in sex and relationship issues, will tell you that their first thought is to walk away, but they're not going to jail. They are not going to think twice about doing something they hate. So, they will actually do it again, because doing so will make their lives better. They will be less likely to do it when they are unable to talk about things they are doing. What this means is if you are unable to leave the relationship because you are not willing to leave the relationship, then you have to honestly understand the people and why you are attracted to him. 2. ""I cannot imagine how unacceptable it is for you to be asking myself how I am worthy of being in a relationship. Perhaps you can ask yourself how you are a human being and consider taking a look at the behaviors you describe as indicative of a problem in the relationship. If you can, try to separate the behaviors from the feeling in order to come to a conclusion on a clearer base what might be happening. This way you have a clearer base for judging the validity of the relationship. 3. ""I cannot imagine how unacceptable it is for me to be asking myself how I am worthy of being in a relationship. Perhaps you can try some self-exploration. I am not a hugger, and I sometimes am not very honest with myself. I want to know more about who I am. If you hug me and tell me you want to know more, that's cool. The best self-exploration is when you both identify with the idea that this is what you want to know, that it's the way you want to be seen, heard, understood and understood. These three things can happen in the first, second and third try at it, but it can change over time. It can't happen before you've been together for two years. If you are concerned that your feelings are coming apart, it may be a sign that things are not as good between you. If this is still a big issue for you, talking to someone who can help you resolve this issue can be a great idea"
71,I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,"I'm glad to read about your willingness to develop new ways to invest yourself with your partner.The easier way to fix a relationship is when both people are helped to recognize the ways the couple dynamic falls short of what each person would like.Couples therapy is exactly this.Still, relationships can change if one person changes since changing one part of a system will change the system itself.Besides starting to work with a therapist on what you can do differently, reflect within yourself on the situations when problems arise between the two of you.See if you can figure out what you wanted and what you partner wanted in that particular moment. Was one of you trying to help the other and the person felt insulted by the suggestion of needing help?This is only an example of how intentions are misread or not welcome by one partner from the other.Also keep in mind there is a limit to everyone's flexibility.Reflecting and self-awareness are the first step.The second step is to know when you've reached the end of possibilities to change yourself and not be accepted for who you are.This raises the question of whether the two of you are far apart in similarities in order to be happy together.Good luck in enjoying the changes you will try to make!"," Hi there !  Having a relationship with someone whom you can't understand one another, is never easy. There are some who feel like they are always in love, and some that they are only a couple. There are people who know best and others that they do not. You are newly married, and you're in a relationship with your ex-partner.  There are probably people in your life that are as interested in your new relationship as you are in her.  You and your ex are both happy for her and want to make her happy, just try to do the best you can. I guess anyone can say that there are no ""no's"" in a relationship?  You and your ex are both happy people involved.  What do you need help in the long run ? Can you find another way to be happy ? I suggest you find a counselor who has experience in relationship and sexuality issues. Another option is to seek one local counselor. I wish you the best "
